outcome,removed_run_id,removed_strategy,removed_value,full_F,leave_one_out_F,change_in_F,full_p,leave_one_out_p,change_in_p,full_eta_squared,leave_one_out_eta_squared
total_patterns_spawned,R-20260719-091622-92127A6F,Fixed Time-Based,41.0,1.2343153468827488,1.0087983851028686,-0.22551696177988023,0.3260633836627917,0.39839040818405475,0.07232702452126305,0.007873428634674332,0.007916485428447109
total_patterns_spawned,R-20260719-092328-65D9D1AB,Performance-Based DDA,37.0,1.2343153468827488,1.3090811441122143,0.07476579722946552,0.3260633836627917,0.3086931482780591,-0.01737023538473259,0.007873428634674332,0.01960856045363089
total_patterns_spawned,R-20260719-093012-4EB0A2D2,Skill-Specific DDA,40.0,1.2343153468827488,1.0054024929269627,-0.2289128539557861,0.3260633836627917,0.3949648633241768,0.0689014796613851,0.007873428634674332,0.006099325894047321
total_patterns_spawned,R-20260804-072904-22984449,Fixed Time-Based,42.0,1.2343153468827488,0.6506778770345324,-0.5836374698482164,0.3260633836627917,0.541563598065425,0.21550021440263328,0.007873428634674332,0.006417040903022208
total_patterns_spawned,R-20260804-075051-71E20E02,Performance-Based DDA,49.0,1.2343153468827488,1.2297786832605409,-0.004536663622207948,0.3260633836627917,0.3292396740654599,0.0031762904026682026,0.007873428634674332,0.01604869444419071
total_patterns_spawned,R-20260804-075716-FEF7CC7F,Skill-Specific DDA,41.0,1.2343153468827488,1.4003240448647407,0.16600869798199192,0.3260633836627917,0.28412141883808517,-0.041941964824706524,0.007873428634674332,0.00864661654135344
resolved_targets,R-20260719-073723-9A82FD86,Performance-Based DDA,287.0,5.091643714357052,5.032337310193398,-0.05930640416365396,0.022291567563413106,0.02449605433999817,0.0022044867765850656,0.11212322710409636,0.11196630461766767
resolved_targets,R-20260719-074245-6E61F985,Skill-Specific DDA,274.0,5.091643714357052,4.472009043550562,-0.6196346708064899,0.022291567563413106,0.0320189393592785,0.009727371795865393,0.11212322710409636,0.11059101492946175
resolved_targets,R-20260719-084336-9AD97336,Performance-Based DDA,288.0,5.091643714357052,5.036256804449273,-0.055386909907778836,0.022291567563413106,0.02444233038667237,0.0021507628232592634,0.11212322710409636,0.11253857265576646
resolved_targets,R-20260719-084917-0433BF01,Skill-Specific DDA,298.0,5.091643714357052,5.166406693026009,0.0747629786689572,0.022291567563413106,0.020948903741156547,-0.0013426638222565589,0.11212322710409636,0.11342812542418897
resolved_targets,R-20260719-085701-11428E75,Fixed Time-Based,286.0,5.091643714357052,9.580674975181315,4.489031260824263,0.022291567563413106,0.0024718761090565355,-0.01981969145435657,0.11212322710409636,0.13424588180089417
resolved_targets,R-20260719-090242-3BA5890E,Performance-Based DDA,280.0,5.091643714357052,5.006207268332665,-0.08543644602438683,0.022291567563413106,0.024857041627520015,0.002565474064106909,0.11212322710409636,0.1082171445324678
resolved_targets,R-20260719-090751-C6AEDFB5,Skill-Specific DDA,277.0,5.091643714357052,4.512798798987055,-0.5788449153699968,0.022291567563413106,0.031031293543188062,0.008739725979774956,0.11212322710409636,0.11066123745134188
resolved_targets,R-20260719-091426-075509FD,Fixed Time-Based,305.0,5.091643714357052,4.661934071060146,-0.4297096432969063,0.022291567563413106,0.03193271300040023,0.009641145436987124,0.11212322710409636,0.11119094636423466
resolved_targets,R-20260719-092039-C2ECB570,Performance-Based DDA,159.0,5.091643714357052,4.769779337715451,-0.32186437664160117,0.022291567563413106,0.02800123558804647,0.005709668024633362,0.11212322710409636,0.12465930913364205
resolved_targets,R-20260803-131118-25C444A0,Skill-Specific DDA,286.0,5.091643714357052,4.7094161694250305,-0.3822275449320216,0.022291567563413106,0.02727183426834859,0.0049802667049354855,0.11212322710409636,0.1113590057049715
resolved_targets,R-20260803-202931-74AE8E33,Performance-Based DDA,315.0,5.091643714357052,5.16414100343815,0.07249728908109798,0.022291567563413106,0.022752753003624136,0.0004611854402110302,0.11212322710409636,0.13188871880135022
resolved_targets,R-20260803-203352-78E56646,Skill-Specific DDA,309.0,5.091643714357052,5.857596633663552,0.7659529193064998,0.022291567563413106,0.014735396401546644,-0.007556171161866462,0.11212322710409636,0.11650503023451673
resolved_targets,R-20260803-203819-9150C5FD,Fixed Time-Based,306.0,5.091643714357052,4.5607831637603224,-0.5308605505967297,0.022291567563413106,0.033873358411589886,0.01158179084817678,0.11212322710409636,0.11009891505856854
resolved_targets,R-20260803-204306-D213B70C,Performance-Based DDA,363.0,5.091643714357052,5.585363995088495,0.49372028073144314,0.022291567563413106,0.018024157179891757,-0.004267410383521349,0.11212322710409636,0.19352181484674388
