outcome,strategy,run_id,value,iqr_low_fence,iqr_high_fence,outside_1_5_iqr,within_group_standardized_residual,absolute_residual_at_least_3
wall_contact_pct,Skill-Specific DDA,R-20260719-093012-4EB0A2D2,0.2238095238095238,-3.0631288954399296,6.82023355592303,False,-0.8117667575616604,False
wall_contact_pct,Skill-Specific DDA,R-20260804-075716-FEF7CC7F,7.773449405669003,-3.0631288954399296,6.82023355592303,True,2.0514909971917867,False
final_score,Fixed Time-Based,R-20260719-085701-11428E75,4340.0,4075.0,5315.0,False,-0.5780252489679512,False
final_score,Fixed Time-Based,R-20260719-091426-075509FD,3650.0,4075.0,5315.0,True,-1.8413112003322982,False
final_score,Fixed Time-Based,R-20260803-203819-9150C5FD,4740.0,4075.0,5315.0,False,0.15431443298239508,False
final_score,Fixed Time-Based,R-20260803-205226-5A31D015,4900.0,4075.0,5315.0,False,0.44725030576253355,False
final_score,Fixed Time-Based,R-20260719-085745-B9C21BFE,5420.0,4075.0,5315.0,True,1.3992918922979836,False
final_score,Fixed Time-Based,R-20260719-091622-92127A6F,4740.0,4075.0,5315.0,False,0.15431443298239508,False
final_score,Fixed Time-Based,R-20260804-072904-22984449,4800.0,4075.0,5315.0,False,0.26416538527494704,False
final_score,Performance-Based DDA,R-20260719-073723-9A82FD86,4680.0,3810.0,5890.0,False,0.07958451411346405,False
final_score,Performance-Based DDA,R-20260719-084336-9AD97336,4560.0,3810.0,5890.0,False,-0.04947145471918036,False
final_score,Performance-Based DDA,R-20260719-090242-3BA5890E,4750.0,3810.0,5890.0,False,0.1548671625991733,False
final_score,Performance-Based DDA,R-20260719-092039-C2ECB570,2470.0,3810.0,5890.0,True,-2.2971962452210706,False
final_score,Performance-Based DDA,R-20260803-202931-74AE8E33,5230.0,3810.0,5890.0,False,0.6710910379297509,False
final_score,Performance-Based DDA,R-20260803-204306-D213B70C,5740.0,3810.0,5890.0,False,1.2195789054684896,False
final_score,Performance-Based DDA,R-20260804-075724-00D9EA4C,4720.0,3810.0,5890.0,False,0.12260317039101219,False
final_score,Performance-Based DDA,R-20260719-084347-6A9321AA,4680.0,3810.0,5890.0,False,0.07958451411346405,False
final_score,Performance-Based DDA,R-20260719-092328-65D9D1AB,3750.0,3810.0,5890.0,True,-0.9205992443395301,False
final_score,Performance-Based DDA,R-20260804-075051-71E20E02,5480.0,3810.0,5890.0,False,0.9399576396644268,False
final_score,Skill-Specific DDA,R-20260719-074245-6E61F985,2850.0,3342.5,5762.5,True,-2.2740625287139347,False
final_score,Skill-Specific DDA,R-20260719-084917-0433BF01,4430.0,3342.5,5762.5,False,0.010515896086538065,False
final_score,Skill-Specific DDA,R-20260719-090751-C6AEDFB5,3470.0,3342.5,5762.5,False,-1.3775823873365338,False
final_score,Skill-Specific DDA,R-20260803-131118-25C444A0,4750.0,3342.5,5762.5,False,0.4732153238942287,False
final_score,Skill-Specific DDA,R-20260803-203352-78E56646,4960.0,3342.5,5762.5,False,0.7768618233930257,False
final_score,Skill-Specific DDA,R-20260803-204802-7FB9A22F,4960.0,3342.5,5762.5,False,0.7768618233930257,False
final_score,Skill-Specific DDA,R-20260804-080250-4C74E07B,4990.0,3342.5,5762.5,False,0.8202398947499967,False
final_score,Skill-Specific DDA,R-20260719-085111-17A32D03,4070.0,3342.5,5762.5,False,-0.510020960197114,False
final_score,Skill-Specific DDA,R-20260719-091012-4EAD5CB0,4730.0,3342.5,5762.5,False,0.44429660965624806,False
final_score,Skill-Specific DDA,R-20260719-093012-4EB0A2D2,4720.0,3342.5,5762.5,False,0.4298372525372577,False
final_score,Skill-Specific DDA,R-20260804-075716-FEF7CC7F,4720.0,3342.5,5762.5,False,0.4298372525372577,False
target_hit_rate_pct,Fixed Time-Based,R-20260719-085701-11428E75,87.06293706293707,66.69910472455632,101.52076173899201,False,0.3473758399981551,False
target_hit_rate_pct,Fixed Time-Based,R-20260719-091426-075509FD,73.44262295081967,66.69910472455632,101.52076173899201,False,-1.4233062773517597,False
target_hit_rate_pct,Fixed Time-Based,R-20260803-203819-9150C5FD,93.79084967320262,66.69910472455632,101.52076173899201,False,1.2220248714394875,False
target_hit_rate_pct,Fixed Time-Based,R-20260803-205226-5A31D015,87.76119402985074,66.69910472455632,101.52076173899201,False,0.4381513620934254,False
target_hit_rate_pct,Fixed Time-Based,R-20260719-085745-B9C21BFE,89.1640866873065,66.69910472455632,101.52076173899201,False,0.6205316596893835,False
target_hit_rate_pct,Fixed Time-Based,R-20260719-091622-92127A6F,85.35031847133759,66.69910472455632,101.52076173899201,False,0.12473023219324329,False
target_hit_rate_pct,Fixed Time-Based,R-20260804-072904-22984449,74.16413373860182,66.69910472455632,101.52076173899201,False,-1.329507688061935,False
target_hit_rate_pct,Performance-Based DDA,R-20260719-073723-9A82FD86,90.2439024390244,78.51395985293894,94.80558098944928,False,0.8587426932892089,False
target_hit_rate_pct,Performance-Based DDA,R-20260719-084336-9AD97336,87.5,78.51395985293894,94.80558098944928,False,0.1383569338676784,False
target_hit_rate_pct,Performance-Based DDA,R-20260719-090242-3BA5890E,85.71428571428571,78.51395985293894,94.80558098944928,False,-0.3304655444860168,False
target_hit_rate_pct,Performance-Based DDA,R-20260719-092039-C2ECB570,84.27672955974843,78.51395985293894,94.80558098944928,False,-0.7078823824059686,False
target_hit_rate_pct,Performance-Based DDA,R-20260803-202931-74AE8E33,94.6031746031746,78.51395985293894,94.80558098944928,False,2.0032285699857013,False
target_hit_rate_pct,Performance-Based DDA,R-20260803-204306-D213B70C,88.42975206611571,78.51395985293894,94.80558098944928,False,0.3824545878865458,False
target_hit_rate_pct,Performance-Based DDA,R-20260804-075724-00D9EA4C,85.66308243727599,78.51395985293894,94.80558098944928,False,-0.34390848293343207,False
target_hit_rate_pct,Performance-Based DDA,R-20260719-084347-6A9321AA,82.93515358361775,78.51395985293894,94.80558098944928,False,-1.0601005278624118,False
target_hit_rate_pct,Performance-Based DDA,R-20260719-092328-65D9D1AB,88.78504672897196,78.51395985293894,94.80558098944928,False,0.4757338575427664,False
target_hit_rate_pct,Performance-Based DDA,R-20260804-075051-71E20E02,81.57894736842105,78.51395985293894,94.80558098944928,False,-1.4161597048840417,False
target_hit_rate_pct,Skill-Specific DDA,R-20260719-074245-6E61F985,54.74452554744526,58.99163384319737,117.064340308742,True,-2.2612899878258537,False
target_hit_rate_pct,Skill-Specific DDA,R-20260719-084917-0433BF01,79.86577181208054,58.99163384319737,117.064340308742,False,-0.3426177801749841,False
target_hit_rate_pct,Skill-Specific DDA,R-20260719-090751-C6AEDFB5,71.48014440433214,58.99163384319737,117.064340308742,False,-0.9830824323452116,False
target_hit_rate_pct,Skill-Specific DDA,R-20260803-131118-25C444A0,95.1048951048951,58.99163384319737,117.064340308742,False,0.8212927210348896,False
target_hit_rate_pct,Skill-Specific DDA,R-20260803-203352-78E56646,95.46925566343042,58.99163384319737,117.064340308742,False,0.8491212956948179,False
target_hit_rate_pct,Skill-Specific DDA,R-20260803-204802-7FB9A22F,98.30508474576271,58.99163384319737,117.064340308742,False,1.0657119213589081,False
